first_name,last_name,position,position_label,team_abbreviation,age,overall_rating,dev_trait,speed,strength,awareness,throw_accuracy,throw_power,catching,route_running,tackle_rating,coverage,pass_rush,kickpower,kickaccuracy,runblocking,passblocking,annual_salary,years_remaining
Cade,Stover,TE,TE,HOU,25,67,Normal,84,74,69,15,26,78,58,58,47,60,15,14,64,58,1.19,3
Bucky,Irving,RB,RB,TB,23,87,Star,89,65,85,22,39,70,64,31,18,26,25,25,28,44,1.19,3
Giovanni,Manu,OL,OL,DET,24,67,Normal,70,86,49,12,29,40,23,43,7,46,21,15,76,69,1.19,3
Isaac,Guerendo,RB,RB,SF,25,73,Normal,92,71,75,15,23,68,63,40,32,44,20,18,33,55,1.18,3
Sione,Vaki,RB,RB,DET,24,68,Normal,89,74,69,41,48,69,56,69,64,78,35,33,42,53,1.14,3
Jacob,Cowing,WR,WR,SF,24,71,Normal,93,52,52,20,25,79,76,26,21,24,19,19,39,25,1.14,3
Jordan,Magee,LB,LB,WAS,24,67,Normal,87,64,65,46,54,56,8,79,62,78,18,14,45,35,1.1,3
JD,Bertrand,LB,LB,ATL,25,67,Normal,83,70,72,7,25,53,12,74,62,82,25,24,45,40,,
Tommy,Eichenberg,LB,LB,LV,24,69,Normal,78,75,64,19,35,58,13,80,58,83,21,22,45,40,1.09,3
Spencer,Rattler,QB,QB,NO,24,69,Normal,82,56,63,79,90,39,16,19,12,20,20,20,16,14,1.09,3
Jaylon,Carlies,LB,LB,IND,23,70,Normal,89,72,73,12,22,76,11,77,65,82,14,13,45,35,1.09,3
Jamari,Thrash,WR,WR,CLE,24,69,Normal,90,56,62,17,28,82,72,28,20,26,20,20,44,27,1.07,1
Christian,Jones,OL,OL,ARI,25,67,Normal,71,84,65,16,16,32,20,33,11,35,13,10,74,74,1.05,2
Bub,Means,WR,WR,NO,24,70,Normal,91,67,74,17,40,82,72,36,24,34,19,15,47,35,1.07,3
Jaylan,Ford,LB,LB,NO,23,67,Normal,82,73,69,9,24,73,19,79,56,82,24,21,45,35,1.07,3
Logan,Lee,DL,DL,PIT,25,70,Normal,71,83,70,6,23,40,8,81,22,80,16,10,45,45,1.06,3
Kimani,Vidal,RB,RB,LAC,24,67,Normal,90,70,66,15,28,68,61,33,15,33,20,16,27,47,1.07,1
Jha'Quan,Jackson,WR,WR,TEN,25,68,Normal,92,54,65,10,22,80,70,26,16,24,18,14,40,29,1.0,1
Casey,Washington,WR,WR,ATL,24,66,Normal,90,60,68,34,55,83,69,21,14,22,16,11,46,30,,
Jamal,Hill,LB,LB,HOU,24,66,Normal,91,65,63,23,28,64,10,78,64,78,18,11,45,35,1.05,3
Mekhi,Wingo,DL,DL,DET,22,70,Normal,77,79,66,6,27,45,6,83,18,80,35,25,45,45,1.05,3
Tejhaun,Palmer,WR,WR,ARI,25,66,Normal,91,69,63,17,25,80,69,29,17,27,19,15,42,23,0.92,1
Joe,Milton III,QB,QB,DAL,25,71,Normal,85,64,68,78,99,27,10,24,11,22,22,21,17,12,1.05,3
Tanner,McLachlan,TE,TE,CIN,26,64,Normal,85,74,61,15,28,78,58,40,16,40,18,15,57,55,,
Zion,Logue,DL,DL,BUF,24,65,Normal,68,83,60,6,25,34,10,80,20,76,19,15,45,45,1.14,1
Khristian,Boyd,DL,DL,NO,25,70,Normal,63,88,67,6,29,30,10,82,16,78,26,21,45,47,1.05,3
Jaden,Crumedy,DL,DL,CAR,25,70,Normal,73,84,61,6,23,34,8,82,37,80,17,17,45,44,1.07,1
Will,Reichard,K,K,MIN,24,75,Normal,78,42,59,27,32,22,8,29,10,18,92,86,15,12,1.05,3
Nathaniel,Watson,LB,LB,CLE,25,68,Normal,84,68,68,11,17,62,10,85,61,80,15,14,45,35,1.0,3
Dylan,Laube,RB,RB,LV,25,65,Normal,88,67,51,12,27,75,64,27,14,27,25,25,31,50,1.04,3
Christian,Mahogany,OL,OL,DET,24,70,Normal,68,89,61,6,26,28,12,27,8,32,19,12,75,73,1.04,3
Cam,Little,K,K,JAX,22,76,Normal,74,41,59,22,29,21,15,21,12,21,94,88,16,17,1.04,3
Ryan,Flournoy,WR,WR,DAL,25,68,Normal,90,62,74,17,29,84,70,31,16,32,19,15,55,33,1.02,1
Elijah,Klein,OL,OL,TB,25,67,Normal,62,83,73,15,26,31,16,33,12,20,29,24,72,73,1.04,3
Javontae,Jean-Baptiste,DL,DL,WAS,25,66,Normal,84,77,67,7,18,52,38,75,30,76,34,29,40,48,1.04,3
Brenden,Rice,WR,WR,LAC,23,68,Normal,89,61,60,20,38,79,74,20,18,32,23,17,49,27,1.0,1
Michael,Jurgens,OL,OL,MIN,25,61,Normal,58,80,69,6,23,26,10,30,14,28,23,22,69,69,1.03,3
Jaheim,Bell,TE,TE,NE,24,65,Normal,85,70,54,12,20,78,63,33,12,32,17,13,53,51,1.0,1
Levi,Drake Rodriguez,DL,DL,MIN,25,69,Normal,72,84,67,9,20,42,10,82,24,78,16,12,45,45,1.03,3
Nathan,Thomas,OL,OL,DAL,24,66,Normal,66,85,62,15,25,53,39,28,12,32,25,15,75,70,1.03,3
Jonah,Laulu,DL,DL,LV,25,69,Normal,74,84,68,6,19,36,9,79,26,78,25,21,45,45,1.03,3
Devaughn,Vele,WR,WR,DEN,27,74,Normal,90,58,77,30,49,87,76,33,24,32,20,20,43,28,1.03,3
Myles,Cole,DL,DL,JAX,25,65,Normal,83,78,65,10,22,32,26,75,33,77,18,16,45,45,1.0,1
Matt,Lee,OL,OL,CIN,24,62,Normal,71,82,70,10,30,35,10,31,12,32,22,14,68,73,,
Josiah,Ezirim,OL,OL,NO,24,64,Normal,67,88,65,6,16,39,20,56,11,64,19,11,69,69,,
Michael,Barrett,LB,LB,LV,25,65,Normal,82,63,72,18,24,62,26,76,65,84,13,12,42,35,,
James,Williams,LB,LB,TEN,22,67,Normal,84,71,67,28,35,69,28,71,71,83,15,14,35,35,1.03,3
Jowon,Briggs,DL,DL,CLE,24,70,Normal,72,88,61,6,21,48,16,82,23,78,23,19,45,47,1.07,1
Marcus,Harris,DL,DL,BUF,24,67,Normal,67,83,65,6,19,36,9,81,26,80,25,21,45,45,0.89,1
LaDarius,Henderson,OL,OL,HOU,23,64,Normal,64,83,60,5,16,29,16,31,12,34,18,12,71,67,,
Tatum,Bethune,LB,LB,SF,24,65,Normal,81,67,66,25,20,67,12,71,65,81,16,14,42,30,1.03,3
Cornelius,Johnson,WR,WR,GB,24,67,Normal,91,63,59,12,23,77,71,37,19,35,18,12,46,26,0.89,1
Nick,Gargiulo,OL,OL,DEN,25,66,Normal,64,87,70,5,30,43,18,33,12,32,22,20,69,71,1.05,1
Kingsley,Eguakun,OL,OL,DET,24,58,Normal,61,84,60,10,25,40,38,29,12,30,22,23,67,69,0.92,1
Isaac,Ukwu,DL,DL,DET,26,66,Normal,76,83,58,9,20,33,8,78,28,78,28,22,45,45,,
Isaiah,Williams,WR,WR,CIN,24,67,Normal,87,59,64,57,67,81,66,24,12,26,28,30,44,30,1.02,1
Jacoby,Windmon,LB,LB,CAR,24,64,Normal,84,70,55,6,26,57,12,82,65,80,16,12,45,45,1.0,1
Brenden,Bates,TE,TE,CLE,25,64,Normal,82,75,66,16,24,74,56,34,10,36,15,12,64,63,1.07,1
Jamree,Kromah,DL,DL,CHI,25,67,Normal,79,82,60,9,23,38,18,78,24,80,15,18,45,45,1.0,1
Andrew,Meyer,OL,OL,MIA,25,62,Normal,70,86,58,6,17,22,8,25,10,32,10,10,69,72,0.95,2
Jalen,Coker,WR,WR,CAR,23,73,Normal,91,63,74,34,50,86,76,34,20,30,23,22,51,40,11.33,2
Harrison,Mevis,K,K,NYJ,23,69,Normal,70,44,50,27,28,31,10,25,10,23,96,74,20,15,1.0,1
Jake,Kubas,OL,OL,NYG,25,65,Normal,65,86,65,6,23,28,12,34,12,35,22,17,69,72,1.0,1
Casey,Rogers,DL,DL,BUF,26,64,Normal,77,83,59,13,19,33,7,73,16,75,20,17,29,24,,
Javion,Cohen,OL,OL,CLE,23,63,Normal,61,83,59,28,16,29,14,40,36,28,25,29,69,73,,
Winston,Reid,LB,LB,CLE,26,67,Normal,85,77,63,10,28,62,14,79,52,79,20,15,45,45,1.0,1
Xavier,Weaver,WR,WR,ARI,24,66,Normal,91,56,58,32,47,78,66,27,15,31,21,18,41,23,0.95,2
Brevyn,Spann-Ford,TE,TE,DAL,25,64,Normal,80,72,65,10,25,77,57,55,34,58,29,22,59,61,0.95,2
Andrew,Coker,OL,OL,CIN,24,59,Normal,60,84,61,11,12,29,15,30,10,33,7,8,63,66,0.89,1
Amari,Gainer,LB,LB,LV,25,61,Normal,85,67,64,10,40,53,10,71,59,80,17,17,41,33,1.0,1
Levelle,Bailey,LB,LB,DEN,24,63,Normal,81,69,66,6,36,68,14,77,61,78,10,16,45,45,1.07,1
Frank,Crum,OL,OL,DEN,25,63,Normal,74,85,54,6,22,19,8,33,14,32,14,14,72,69,0.95,2
Blake,Watson,RB,RB,DEN,25,66,Normal,91,72,67,20,37,70,58,34,22,36,29,18,44,50,,
Spencer,Shrader,K,K,IND,26,69,Normal,67,42,50,27,28,32,8,25,12,18,94,78,12,13,1.25,1
Dalton,Tucker,OL,OL,IND,25,65,Normal,66,82,63,6,21,35,8,29,12,18,16,12,73,67,0.96,2
Kameron,Johnson,WR,WR,TB,23,63,Normal,90,63,61,26,40,75,64,26,24,26,19,13,44,24,0.95,2
Mason,Tipton,WR,WR,NO,24,66,Normal,94,59,61,28,35,80,67,30,19,34,18,12,46,35,0.95,2
Kyle,Hergel,OL,OL,NO,25,62,Normal,59,88,66,7,22,26,9,34,12,31,13,14,65,69,1.0,1
Cam,Grandy,TE,TE,CIN,25,61,Normal,76,77,53,10,23,78,53,38,22,32,24,22,60,60,1.07,1
Maema,Njongmeta,LB,LB,CIN,24,62,Normal,80,66,64,6,23,53,8,79,58,80,18,14,45,45,1.02,1
David,Martin-Robinson,TE,TE,TEN,25,62,Normal,85,70,52,20,20,78,56,39,18,34,21,19,61,60,0.95,2
Bryce,Oliver,WR,WR,TEN,25,65,Normal,87,60,68,10,30,79,69,29,10,27,17,15,51,31,1.07,1
Karsen,Barnhart,OL,OL,LAC,24,62,Normal,65,82,63,6,22,19,8,55,14,44,14,14,68,66,0.89,1
Sam,Hartman,QB,QB,WAS,26,57,Normal,79,58,46,77,86,28,15,29,12,26,30,26,25,25,1.02,1
Evan,Anderson,DL,DL,SF,23,67,Normal,62,87,68,6,21,31,9,78,29,76,16,11,45,45,1.0,1
Cody,Schrader,RB,RB,LAR,26,67,Normal,85,73,70,31,36,68,59,36,22,32,20,16,46,48,1.07,1
Dallas,Gant,LB,LB,PHI,25,62,Normal,83,68,60,6,25,56,10,77,64,78,20,20,35,35,,
Taki,Taimani,DL,DL,MIN,25,65,Normal,62,80,69,6,17,24,8,76,10,77,13,12,45,45,1.02,1
JC,Latham,OL,OL,TEN,22,78,Normal,63,94,72,9,21,24,12,40,10,41,21,17,80,81,,
Bo,Nix,QB,QB,DEN,25,79,Normal,88,60,78,86,93,67,26,21,12,20,50,42,16,13,4.65,3
Ruke,Orhorhoro,DL,DL,ATL,23,73,Normal,76,90,59,6,22,48,8,80,26,82,21,19,45,45,2.48,3
Braden,Fiske,DL,DL,LAR,25,82,Normal,80,93,88,6,22,45,8,82,45,80,20,19,45,45,2.35,3
Jackson,Powers-Johnson,OL,OL,LV,22,77,Normal,70,88,77,7,15,31,10,46,11,48,21,18,81,78,2.19,3
Matt,Goncalves,OL,OL,IND,24,71,Normal,66,84,73,6,17,12,9,32,11,28,16,14,72,75,1.46,3
Tip,Reiman,TE,TE,ARI,23,68,Normal,84,77,66,10,28,80,54,34,18,38,21,19,66,62,1.45,3
Blake,Corum,RB,RB,LAR,24,74,Normal,88,75,69,18,27,67,62,32,15,30,10,10,40,48,1.44,3
Roman,Wilson,WR,WR,PIT,24,70,Normal,93,56,61,15,26,82,74,27,14,28,19,15,50,32,1.44,3
Payton,Wilson,LB,LB,PIT,25,76,Normal,91,67,74,20,29,73,30,84,66,86,27,28,41,35,1.4,3
Javon,Foster,OL,OL,JAX,25,67,Normal,62,83,72,9,15,25,8,44,23,39,18,14,76,70,1.0,1
Jordan,Jefferson,DL,DL,JAX,23,70,Normal,69,91,60,6,15,22,6,82,16,78,15,15,45,52,1.2,3
Tanor,Bortolini,OL,OL,IND,23,70,Normal,74,82,77,6,21,25,8,37,12,36,9,12,73,74,1.2,3
Will,Shipley,RB,RB,PHI,23,71,Normal,91,68,68,22,36,64,61,32,14,30,22,17,30,45,1.18,3
Ainias,Smith,WR,WR,PHI,24,69,Normal,87,60,49,12,26,81,74,32,27,32,19,13,46,25,1.0,1
Tyler,Davis,DL,DL,LAR,24,71,Normal,72,89,60,15,12,22,4,85,18,80,23,17,45,23,1.05,3
Joshua,Karty,K,K,LAR,23,72,Normal,75,45,55,24,34,32,16,24,12,23,96,77,20,20,,
Jordan,Whittington,WR,WR,LAR,24,72,Normal,89,64,73,17,22,86,72,28,16,25,19,15,54,34,1.04,3
Cedric,Johnson,DL,DL,CIN,23,68,Normal,85,79,68,6,23,40,8,76,43,76,16,10,45,45,1.04,3
Beaux,Limmer,OL,OL,LAR,24,70,Normal,65,85,75,6,21,24,10,30,8,26,20,21,77,72,1.04,3
Devin,Culp,TE,TE,TB,25,62,Normal,90,68,68,10,30,76,52,33,18,28,18,15,51,50,1.03,3
KT,Leveston,OL,OL,LAR,25,65,Normal,60,85,68,7,13,29,9,35,12,30,13,10,70,71,,
Joe,Andreessen,LB,LB,BUF,25,69,Normal,84,77,66,6,30,66,10,80,56,84,20,20,45,45,0.94,2
Elijah,Chatman,DL,DL,NYG,24,71,Normal,82,88,65,13,19,44,7,83,32,78,20,17,45,24,1.02,1
Omar,Speights,LB,LB,LAR,24,76,Normal,84,78,75,10,29,50,10,85,68,83,24,12,35,35,0.95,2
Elias,Neal,LB,LB,LAR,23,64,Normal,84,70,63,22,31,68,14,77,52,80,20,15,45,45,,
Justin,Dedich,OL,OL,LAR,25,64,Normal,60,89,63,6,15,27,8,33,14,23,24,20,66,70,1.07,1
Devontez,Walker,WR,WR,BAL,24,70,Normal,94,63,54,10,23,79,73,33,16,28,20,16,52,38,1.2,3
Braelon,Allen,RB,RB,NYJ,21,72,Normal,88,79,77,28,43,64,56,45,38,50,17,12,44,57,1.14,3
Rasheen,Ali,RB,RB,BAL,24,68,Normal,92,74,69,16,25,67,53,35,18,30,19,14,30,46,1.08,3
Isaiah,Davis,RB,RB,NYJ,23,69,Normal,87,73,67,25,49,67,53,40,22,44,25,22,35,49,1.07,3
Sataoa,Laumea,OL,OL,SEA,24,66,Normal,67,84,68,15,22,41,10,40,12,44,29,25,70,65,,
Devin,Leary,QB,QB,BAL,26,58,Normal,80,54,45,75,91,29,10,14,11,18,21,18,14,13,,
Isaiah,Adams,OL,OL,ARI,25,69,Normal,65,86,69,26,31,32,18,40,11,42,15,11,73,74,1.49,3
Jermaine,Burton,WR,WR,CIN,24,70,Normal,91,58,56,10,24,86,73,31,14,30,16,12,43,27,,
MarShawn,Lloyd,RB,RB,GB,24,73,Normal,90,73,73,17,26,63,56,30,14,28,18,12,29,53,1.42,3
Ty'Ron,Hopper,LB,LB,GB,24,65,Normal,83,66,73,27,35,58,10,70,58,82,15,14,45,40,1.42,3
Tyrice,Knight,LB,LB,SEA,25,74,Normal,85,71,74,12,23,62,28,84,64,85,24,25,27,26,1.2,3
Anthony,Gould,WR,WR,IND,24,69,Normal,94,47,58,12,26,78,72,20,13,18,19,13,34,24,1.09,3
Jacob,Monk,OL,OL,GB,24,65,Normal,69,83,72,12,25,27,10,28,10,38,25,19,69,70,1.08,3
Travis,Glover,OL,OL,GB,25,64,Normal,63,86,69,8,19,25,8,44,8,39,9,8,73,69,1.05,3
Kiran,Amegadjie,OL,OL,CHI,23,68,Normal,70,88,69,22,24,37,19,33,14,31,25,25,73,72,1.48,3
Jared,Wiley,TE,TE,KC,24,70,Normal,85,75,62,10,24,81,63,39,19,36,19,12,58,56,1.18,3
Hunter,Nourzad,OL,OL,KC,24,66,Normal,67,83,75,7,22,22,8,35,9,38,22,20,71,72,1.08,3
Walter,Rouse,OL,OL,MIN,24,63,Normal,64,83,64,8,22,38,8,37,8,30,25,21,71,72,1.06,3
Darius,Muasau,LB,LB,NYG,24,64,Normal,82,63,71,10,21,70,15,77,60,80,34,31,40,35,1.06,3
Dylan,McMahon,OL,OL,LAR,24,64,Normal,69,80,72,18,25,25,10,36,9,40,19,22,72,71,1.06,1
Jarrett,Kingston,OL,OL,CAR,25,67,Normal,72,90,62,7,20,25,8,25,11,30,15,11,70,69,1.1,1
C.J.,Hanson,OL,OL,KC,24,64,Normal,72,82,69,15,25,35,19,33,12,34,21,20,69,72,1.02,1
Justin,Eboigbe,DL,DL,LAC,24,70,Normal,66,83,69,13,19,44,7,82,43,78,20,17,45,24,1.21,3
Christian,Haynes,OL,OL,SEA,25,72,Normal,71,87,76,16,23,29,14,33,14,34,15,15,74,73,1.45,3
Austin,Booker,DL,DL,CHI,22,69,Normal,79,76,72,6,25,34,12,75,42,76,21,22,45,45,1.09,3
Michael,Jerrell,OL,OL,SEA,26,65,Normal,74,82,53,5,16,23,10,36,10,34,18,17,72,70,,
Kingsley,Suamataia,OL,OL,KC,22,72,Normal,71,89,69,12,78,35,12,40,18,28,31,25,75,74,1.61,3
Theo,Johnson,TE,TE,NYG,24,74,Normal,87,75,74,17,29,79,63,31,13,23,18,12,62,59,1.21,3
Edgerrin,Cooper,LB,LB,GB,23,79,Normal,89,72,77,23,22,70,28,84,74,84,21,19,45,40,2.15,3
Drake,Maye,QB,QB,NE,23,78,Normal,89,62,78,84,94,34,14,20,14,24,55,46,12,15,9.16,3
Javon,Baker,WR,WR,NE,23,69,Normal,88,59,66,12,26,78,72,27,22,20,19,13,49,41,,
Darius,Robinson,DL,DL,ARI,23,73,Normal,74,87,71,19,17,25,8,78,32,78,24,21,40,35,3.47,3
Jalen,McMillan,WR,WR,TB,23,74,Normal,90,60,78,15,24,82,76,29,14,26,15,19,44,30,1.42,3
Blake,Fisher,OL,OL,HOU,22,71,Normal,66,83,63,7,22,22,8,34,8,30,22,17,77,75,1.65,3
Cedric,Gray,LB,LB,TEN,22,69,Normal,84,69,66,17,14,70,18,77,69,80,15,14,28,25,1.21,3
Brandon,Dorlus,DL,DL,ATL,24,71,Normal,77,84,67,6,22,35,8,79,26,80,21,19,44,44,1.21,3
Caedan,Wallace,OL,OL,NE,25,68,Normal,67,87,78,12,21,35,22,44,11,36,17,15,75,71,1.51,3
Troy,Franklin,WR,WR,DEN,22,72,Normal,92,58,69,10,23,81,74,35,28,38,21,18,40,29,1.22,3
Troy,Fautanu,OL,OL,PIT,24,77,Normal,72,87,78,6,13,35,23,39,10,34,37,32,79,80,3.76,3
DeWayne,Carter,DL,DL,BUF,24,70,Normal,73,82,73,15,12,22,4,79,18,78,23,17,45,23,1.4,3
Jaylen,Wright,RB,RB,MIA,22,73,Normal,93,76,67,17,26,66,56,34,14,38,18,12,42,57,1.2,3
Ray,Davis,RB,RB,BUF,25,74,Normal,88,78,72,26,40,71,60,33,12,33,20,20,36,49,1.18,3
Sedrick,Van Pran-Granger,OL,OL,BUF,23,66,Normal,66,82,78,8,17,24,8,31,10,26,10,9,72,72,1.09,3
Edefuan,Ulofoshio,LB,LB,BUF,25,67,Normal,87,71,60,15,22,58,15,80,64,79,36,35,45,44,1.02,1
Javon,Solomon,DL,DL,BUF,24,69,Normal,82,77,70,6,22,47,8,79,38,76,12,10,45,45,1.07,3
Malik,Washington,WR,WR,MIA,24,70,Normal,90,59,62,25,42,85,72,29,17,27,19,15,42,24,1.05,3
Tylan,Grable,OL,OL,BUF,25,63,Normal,74,81,68,48,57,51,38,48,12,52,13,13,70,68,1.05,3
Tahj,Washington,WR,WR,MIA,24,68,Normal,88,53,48,10,22,82,73,20,14,23,11,11,39,25,1.03,3
T'Vondre,Sweat,DL,DL,TEN,24,79,Normal,63,94,72,10,22,47,6,87,26,80,24,23,45,40,2.39,3
Layden,Robinson,OL,OL,NE,24,72,Normal,72,88,80,6,21,40,16,36,11,32,11,10,74,66,1.0,1
Maason,Smith,DL,DL,JAX,22,69,Normal,72,83,64,6,28,39,6,84,36,80,30,20,45,45,2.0,3
Adonai,Mitchell,WR,WR,IND,22,73,Normal,94,51,67,20,45,81,76,27,14,23,19,15,51,26,1.85,3
Xavier,Worthy,WR,WR,KC,22,80,Normal,99,47,81,51,62,84,80,19,16,20,21,20,36,24,3.45,3
Zach,Frazier,OL,OL,PIT,24,84,Star,64,88,88,6,22,30,8,31,8,30,22,14,88,84,1.89,3
Joe,Alt,OL,OL,LAC,22,82,Normal,71,89,83,42,54,57,34,44,14,34,15,14,85,84,8.29,3
Patrick,Paul,OL,OL,MIA,23,72,Normal,68,90,71,12,32,33,17,44,12,38,25,21,76,75,1.73,3
Marshawn,Kneeland,DL,DL,DAL,24,72,Normal,81,78,74,6,34,26,6,79,32,78,23,18,45,45,,
Keon,Coleman,WR,WR,BUF,22,76,Normal,87,72,81,46,65,87,76,40,28,42,22,20,45,52,2.52,3
Jordan,Morgan,OL,OL,GB,24,75,Normal,71,87,77,16,23,27,12,35,17,30,19,12,76,80,3.55,3
Graham,Barton,OL,OL,TB,23,73,Normal,74,86,74,7,21,32,10,37,12,42,25,24,75,78,3.51,3
Jer'Zhan,Newton,DL,DL,WAS,23,76,Star,78,85,73,5,29,35,10,84,17,80,26,18,45,45,2.44,3
Ja'Lynn,Polk,WR,WR,NE,24,74,Normal,89,62,76,20,27,83,74,30,16,26,17,12,51,32,2.42,3
Jayden,Daniels,QB,QB,WAS,24,85,Star,90,59,82,88,92,37,14,19,14,20,10,19,16,10,9.44,3
Ben,Sinnott,TE,TE,WAS,23,70,Normal,83,70,67,10,26,79,62,55,40,56,23,18,59,57,1.81,3
Brandon,Coleman,OL,OL,WAS,24,76,Normal,73,85,82,9,23,26,10,27,10,42,17,11,77,79,1.51,3
Ladd,McConkey,WR,WR,LAC,23,84,Normal,92,57,84,10,25,89,84,34,14,35,18,12,45,31,2.5,3
Ricky,Pearsall,WR,WR,SF,25,75,Star,92,61,76,44,52,86,75,24,18,22,23,22,48,31,3.13,3
Caleb,Williams,QB,QB,CHI,23,75,Normal,86,65,64,81,93,41,15,23,16,25,20,23,17,12,9.87,3
Rome,Odunze,WR,WR,CHI,23,79,Normal,91,65,82,14,24,85,78,30,14,28,18,17,50,28,5.68,3
Malachi,Corley,WR,WR,NYJ,23,70,Normal,88,66,63,29,42,85,72,40,28,38,23,22,52,43,1.07,1
Trey,Benson,RB,RB,ARI,23,76,Normal,93,77,63,20,29,70,60,49,30,47,18,14,43,54,1.51,3
J.J.,McCarthy,QB,QB,MIN,22,73,Normal,85,68,67,82,91,36,14,29,13,28,31,29,23,15,5.46,3
Amarius,Mims,OL,OL,CIN,22,76,Normal,70,91,74,10,13,49,30,35,12,44,34,26,77,79,3.84,3
Jalen,Sundell,OL,OL,SEA,25,61,Normal,66,84,62,6,23,26,10,33,12,34,11,11,68,68,0.94,2
Travis,Clayton,OL,OL,BUF,24,63,Normal,79,79,51,21,29,39,28,33,9,44,53,46,70,69,0.97,1
Shemar,James,LB,LB,DAL,21,66,Normal,83,73,67,6,27,60,24,78,58,80,22,19,45,45,1.16,3
Hollin,Pierce,OL,OL,PHI,24,61,Normal,60,88,59,6,12,23,9,27,12,22,13,12,68,67,0.97,1
Amari,Kight,OL,OL,SEA,24,60,Normal,64,78,59,6,13,22,9,23,11,25,14,13,68,71,0.92,1
Esa,Pole,OL,OL,KC,24,61,Normal,63,83,57,6,17,27,10,25,12,25,12,13,70,70,0.92,1
Reid,Holskey,OL,OL,BAL,23,62,Normal,69,91,56,6,15,25,10,26,12,24,15,13,69,67,0.89,1
Jayson,Jones,DL,DL,BAL,23,59,Normal,62,78,60,6,20,35,10,78,18,74,17,13,45,45,0.97,1
Jared,Penning,OL,OL,BAL,24,60,Normal,61,82,58,6,12,21,10,23,12,26,13,14,69,68,0.89,1
Cam,Jackson,DL,DL,CAR,23,70,Normal,67,87,69,12,24,17,12,80,11,76,21,18,45,45,,
DJ,Giddens,RB,RB,IND,22,71,Normal,91,70,72,14,28,63,56,35,24,36,35,18,35,49,1.16,3
KeAndre,Lambert-Smith,WR,WR,LAC,23,70,Normal,93,60,65,19,21,80,72,44,62,37,22,30,43,20,1.15,3
Tommy,Mellott,WR,WR,LV,23,62,Normal,92,63,59,71,82,76,62,35,36,34,39,37,43,21,,
Kyonte,Hamilton,DL,DL,HOU,22,66,Normal,72,85,57,37,49,26,14,80,14,76,18,33,45,45,1.08,3
Kyle,Monangai,RB,RB,CHI,23,71,Normal,86,77,64,19,24,68,45,36,23,36,30,22,43,49,1.08,3
Caleb,Lohner,TE,TE,DEN,23,60,Normal,83,75,59,12,25,74,58,37,20,40,18,14,53,60,0.97,1
Jason,Ivey,OL,OL,CLE,24,60,Normal,67,78,60,6,17,12,8,20,10,16,19,16,69,71,,
Dartanyan,Tinsley,OL,OL,CLE,24,62,Normal,56,88,57,6,13,23,8,34,11,34,13,13,68,67,,
Ryan,Fitzgerald,K,K,CAR,25,70,Normal,72,53,54,28,23,29,10,24,13,22,94,75,15,12,0.99,2
Eugene,Asante,LB,LB,MIA,25,63,Normal,90,69,61,6,21,53,20,79,58,78,21,18,45,45,,
Chandler,Brayboy,WR,WR,JAX,24,67,Normal,90,64,60,17,28,75,72,28,20,30,20,20,45,27,0.89,1
Eli,Pancol,WR,WR,JAX,25,66,Normal,92,69,64,10,22,80,69,27,20,27,19,15,53,25,0.89,1
Danny,Striggow,DL,DL,JAX,23,62,Normal,78,75,56,6,22,35,10,75,40,78,15,13,45,45,0.99,2
Sal,Wormley,OL,OL,JAX,24,60,Normal,64,77,58,6,12,23,10,27,14,24,14,13,68,67,,
Blayne,Taylor,WR,WR,IND,23,62,Normal,91,66,68,22,30,75,66,31,23,37,23,19,45,30,,
Dymere,Miller,WR,WR,NYJ,24,66,Normal,93,62,64,15,30,77,67,30,24,32,17,15,48,25,,
Quentin,Skinner,WR,WR,NYJ,23,61,Normal,89,63,63,12,31,80,66,38,30,36,30,26,54,25,0.99,2
Aaron,Smith,LB,LB,NYJ,23,63,Normal,83,75,61,6,22,54,20,79,59,79,21,20,45,45,,
Clay,Webb,OL,OL,DEN,25,63,Normal,69,87,61,6,13,21,9,21,12,23,15,13,70,69,,
TeRah,Edwards,DL,DL,LAC,24,62,Normal,65,87,58,6,20,36,10,76,20,74,18,12,45,45,0.89,1
Stevo,Klotz,TE,TE,LAC,23,58,Normal,79,64,61,10,24,74,52,38,15,36,17,12,61,62,,
Nash,Jones,OL,OL,LAC,23,62,Normal,62,87,58,6,13,25,10,24,12,24,11,11,69,68,,
Jarrod,Hufford,OL,OL,LV,24,61,Normal,68,89,57,6,16,23,10,27,13,26,13,13,69,67,,
Matt,Jones,LB,LB,LV,25,63,Normal,83,72,55,6,22,58,20,79,57,79,21,18,45,45,,
Treven,Ma'ae,DL,DL,LV,24,63,Normal,77,83,56,6,20,34,10,77,18,73,18,12,45,45,0.89,1
Carter,Runyon,TE,TE,LV,24,59,Normal,85,74,60,10,24,75,54,35,15,34,17,11,59,58,0.92,1
Tyler,Batty,DL,DL,MIN,26,63,Normal,80,83,52,6,20,36,9,77,40,77,15,13,45,45,1.0,2
Silas,Bolden,WR,WR,MIN,23,63,Normal,88,60,65,15,24,81,68,20,22,25,18,16,42,23,,
Myles,Price,WR,WR,MIN,23,66,Normal,92,53,67,21,36,80,69,26,16,27,18,14,40,29,0.99,2
Xavier,Restrepo,WR,WR,TEN,23,69,Normal,84,61,70,28,47,82,73,36,40,38,28,24,49,25,0.97,1
